Company,Age,Title,Salary,Department
Apple,43,Principal Engineer,417532.68,Design
Meta,53,Senior Software Engineer,193856.75,Cloud Services
VMware,42,Senior UX Designer,177206.9,Product
Google,38,Staff Engineer,355183.79,Engineering
IBM,48,Staff Engineer,241391.99,Mobile
Lyft,35,Director,332771.13,Security
Cisco,45,Senior Product Manager,212007.96,Engineering
VMware,44,Senior Product Manager,243849.25,Cloud Services
Lyft,53,Senior Data Scientist,220051.98,Data Science
Nvidia,43,Software Engineer,166015.19,Machine Learning
Amazon,33,Staff Engineer,343461.74,Product
Adobe,40,Senior UX Designer,194398.35,Machine Learning
Meta,53,Product Manager,219059.6,Infrastructure
Netflix,58,Principal Engineer,330224.44,Web
Intel,40,Software Engineer,176111.45,Data Science
Netflix,51,Senior Software Engineer,261743.37,Infrastructure
Uber,38,Principal Engineer,326187.54,Mobile
Uber,32,UX Designer,153968.84,Product
Intel,53,Senior UX Designer,149600.76,Cloud Services
Google,58,Principal Engineer,331347.75,Security
Intel,22,Data Scientist,180576.18,Security
Salesforce,54,Senior Software Engineer,201156.99,Engineering
IBM,40,Staff Engineer,257462.08,Security
Microsoft,43,Staff Engineer,259207.84,Machine Learning
IBM,48,Senior UX Designer,179356.61,Web
Intel,53,Senior UX Designer,161659.68,Engineering
VMware,35,Senior Data Scientist,257074.23,Design
Amazon,58,Engineering Manager,225517.68,Cloud Services
Netflix,37,Product Manager,182342.49,Infrastructure
Uber,43,Engineering Manager,239186.62,Web
Apple,44,Principal Engineer,397741.47,Product
Microsoft,43,Staff Engineer,322551.37,Design
Oracle,36,Senior Data Scientist,168119.75,Product
Meta,34,UX Designer,183650.6,Web
IBM,54,Senior Software Engineer,169983.55,Data Science
Intel,31,Senior UX Designer,172196.72,Web
Adobe,52,Staff Engineer,267247.43,Engineering
Uber,32,Senior Software Engineer,218747.39,Product
Lyft,40,Product Manager,190559.41,Product
Oracle,31,Software Engineer,127792.09,Product
Oracle,49,Senior UX Designer,138502.36,Cloud Services
Adobe,41,Engineering Manager,224219.86,Data Science
Meta,36,Senior Software Engineer,260512.23,Cloud Services
Lyft,37,Senior UX Designer,194506.87,Infrastructure
Microsoft,43,Director,298623.72,Design
Apple,43,Director,390550.97,Machine Learning
Adobe,33,UX Designer,109768.98,Web
Amazon,24,Data Scientist,198773.8,Engineering
Netflix,54,Product Manager,195437.54,Data Science
Amazon,36,Principal Engineer,411212.79,Data Science
Lyft,43,Senior Data Scientist,234614.2,Security
Adobe,36,Software Engineer,126726.07,Mobile
Google,30,Senior Data Scientist,244952.5,Machine Learning
Adobe,23,Software Engineer,130025.81,Product
Adobe,42,Product Manager,188333.57,Design
Nvidia,42,Senior Software Engineer,241360.06,Product
Lyft,42,Senior Data Scientist,238725.2,Mobile
Microsoft,39,Data Scientist,210232.38,Infrastructure
Oracle,52,Staff Engineer,206545.34,Engineering
Nvidia,43,Senior UX Designer,173306.67,Product
VMware,51,Staff Engineer,301038.91,Design
Microsoft,56,Principal Engineer,385562.36,Infrastructure
VMware,31,Staff Engineer,297648.5,Design
Uber,32,Senior UX Designer,173194.96,Data Science
Intel,35,Data Scientist,137837.42,Design
Nvidia,47,Engineering Manager,271006.55,Cloud Services
Uber,45,UX Designer,137438.06,Design
Meta,44,Principal Engineer,322225.03,Design
Uber,51,Staff Engineer,290740.9,Mobile
IBM,29,Software Engineer,162227.69,Product
IBM,56,Director,256102.5,Design
VMware,31,Senior Product Manager,185184.41,Security
Uber,28,Software Engineer,152003.5,Design
Intel,39,Engineering Manager,265315.08,Infrastructure
VMware,43,Data Scientist,150469.0,Product
Microsoft,45,Product Manager,189692.04,Product
Amazon,41,Senior Product Manager,251446.19,Mobile
VMware,56,Principal Engineer,363166.86,Mobile
VMware,26,UX Designer,100763.67,Security
Salesforce,51,Product Manager,216557.07,Data Science
Microsoft,48,Senior Data Scientist,276468.48,Mobile
IBM,37,Software Engineer,148993.93,Data Science
Meta,48,Senior Product Manager,215150.5,Cloud Services
Intel,50,Senior UX Designer,143613.22,Security
Salesforce,45,Senior UX Designer,165994.65,Mobile
Apple,36,Software Engineer,159346.13,Web
Amazon,58,Engineering Manager,315363.66,Product
Nvidia,31,Senior Product Manager,201810.95,Engineering
Nvidia,23,UX Designer,167918.8,Data Science
Adobe,50,Principal Engineer,365620.89,Cloud Services
Netflix,47,Staff Engineer,272320.99,Infrastructure
Netflix,43,Principal Engineer,344448.98,Infrastructure
VMware,43,UX Designer,117262.56,Security
Meta,34,UX Designer,121098.87,Cloud Services
Oracle,39,Senior Software Engineer,179697.25,Mobile
Lyft,53,Principal Engineer,280755.26,Web
Adobe,34,Senior Product Manager,210644.51,Mobile
VMware,47,Staff Engineer,230616.23,Infrastructure
Intel,52,Senior UX Designer,171744.73,Engineering
Cisco,35,Senior UX Designer,182169.49,Security
Salesforce,47,Staff Engineer,248855.15,Cloud Services
Netflix,53,Product Manager,216776.14,Web
Lyft,27,Software Engineer,164967.07,Infrastructure
Oracle,47,Principal Engineer,331895.96,Design
Apple,40,Senior Software Engineer,249332.84,Security
Intel,50,Senior Software Engineer,229245.87,Mobile
Salesforce,44,UX Designer,128146.67,Product
Uber,50,Senior Software Engineer,184559.22,Web
Oracle,43,Senior Software Engineer,219389.54,Data Science
Amazon,55,Engineering Manager,315676.44,Design
Intel,25,Software Engineer,151771.93,Data Science
Apple,37,Senior Product Manager,304552.05,Mobile
IBM,48,Senior Product Manager,173101.31,Design
Oracle,37,Director,244184.94,Product
Lyft,48,Senior Software Engineer,169869.59,Security
Amazon,50,Senior Data Scientist,220855.55,Engineering
Oracle,54,Staff Engineer,260036.04,Engineering
Microsoft,60,Director,271577.47,Cloud Services
IBM,23,UX Designer,143102.64,Engineering
Oracle,33,Senior UX Designer,135189.97,Data Science
IBM,32,Senior Data Scientist,203874.48,Design
Cisco,42,Engineering Manager,210157.99,Engineering
Cisco,37,Senior UX Designer,131220.73,Product
Microsoft,45,Software Engineer,144909.02,Mobile
Google,30,Data Scientist,165252.34,Product
Amazon,45,Data Scientist,214596.92,Engineering
VMware,31,Software Engineer,176309.94,Cloud Services
Salesforce,23,UX Designer,155388.05,Cloud Services
Netflix,42,Senior Data Scientist,270329.86,Cloud Services
IBM,40,Software Engineer,149822.03,Product
Google,30,Senior UX Designer,198665.61,Design
Amazon,35,Engineering Manager,230638.63,Web
Salesforce,41,Staff Engineer,313503.24,Security
Salesforce,30,Data Scientist,141106.72,Infrastructure
Lyft,36,Principal Engineer,297076.14,Web
Intel,43,Senior Data Scientist,197502.34,Product
Google,35,Data Scientist,209562.96,Machine Learning
Meta,41,Software Engineer,139000.6,Design
Intel,44,Staff Engineer,223014.25,Cloud Services
Meta,35,Senior Software Engineer,201565.32,Product
VMware,48,Senior Software Engineer,191416.56,Data Science
Google,49,Principal Engineer,364749.23,Product
Amazon,49,Engineering Manager,319144.78,Data Science
Uber,37,Senior UX Designer,195563.78,Design
Lyft,49,Senior UX Designer,178763.71,Infrastructure
Uber,51,Senior Product Manager,227260.54,Design
Google,32,Software Engineer,140202.55,Mobile
IBM,56,Product Manager,172565.06,Cloud Services
Microsoft,37,Principal Engineer,338358.21,Infrastructure
Netflix,47,Senior Product Manager,234522.15,Machine Learning
Uber,50,Senior Data Scientist,213129.47,Design
Meta,40,Senior Data Scientist,289117.56,Infrastructure
Intel,38,Software Engineer,139511.05,Cloud Services
Apple,22,UX Designer,180734.7,Product
Intel,23,UX Designer,127275.45,Security
IBM,42,Product Manager,189583.6,Infrastructure
Meta,41,Director,331681.67,Infrastructure
Lyft,39,Product Manager,169953.74,Machine Learning
Amazon,44,Data Scientist,167199.22,Cloud Services
Uber,55,Senior Data Scientist,227653.09,Machine Learning
Adobe,46,Senior Software Engineer,236840.94,Data Science
Salesforce,46,Product Manager,158406.92,Machine Learning
Cisco,54,Principal Engineer,303354.62,Mobile
Intel,52,Staff Engineer,316863.82,Machine Learning
Google,38,Product Manager,193453.16,Security
Lyft,40,Engineering Manager,276233.64,Cloud Services
Salesforce,44,Data Scientist,186163.85,Machine Learning
IBM,38,Director,236358.58,Web
Amazon,45,Senior UX Designer,155894.06,Data Science
Microsoft,38,Data Scientist,209561.33,Security
Amazon,49,Senior UX Designer,157365.17,Engineering
Intel,48,Senior Data Scientist,235753.02,Product
Lyft,47,Principal Engineer,391017.57,Cloud Services
Amazon,33,Software Engineer,146107.5,Infrastructure
Amazon,44,Product Manager,162912.39,Machine Learning
Salesforce,44,Senior Data Scientist,257445.94,Design
Microsoft,49,Principal Engineer,303621.96,Infrastructure
Cisco,50,Senior UX Designer,170501.39,Product
Nvidia,47,Product Manager,177801.3,Machine Learning
Amazon,45,UX Designer,135790.7,Product
Apple,40,Engineering Manager,338002.6,Design
IBM,30,Senior Data Scientist,236736.54,Web
Apple,31,Senior Data Scientist,290655.76,Product
Salesforce,55,Senior Data Scientist,188173.17,Design
Lyft,36,Senior Data Scientist,219878.94,Data Science
Apple,42,UX Designer,160835.94,Web
Netflix,37,Data Scientist,149812.75,Mobile
IBM,47,Senior Product Manager,197362.38,Infrastructure
Microsoft,30,Staff Engineer,327755.7,Engineering
Netflix,33,Senior UX Designer,194177.46,Product
VMware,54,Staff Engineer,286201.3,Engineering
IBM,47,Senior Data Scientist,167696.18,Machine Learning
Amazon,42,Data Scientist,166255.72,Cloud Services
Oracle,60,Engineering Manager,201273.57,Machine Learning
Nvidia,51,Senior Data Scientist,246151.95,Data Science
Uber,51,Director,300978.5,Design
Salesforce,50,Engineering Manager,275758.3,Machine Learning
Amazon,60,Engineering Manager,305551.9,Product
Nvidia,35,Data Scientist,147599.25,Security
VMware,60,Director,328167.01,Web
Microsoft,43,UX Designer,153528.64,Mobile
VMware,39,Director,335330.24,Security
VMware,29,Software Engineer,142788.15,Mobile
Netflix,39,Software Engineer,159363.55,Mobile
Lyft,36,Senior Software Engineer,213963.56,Data Science
IBM,30,Senior Data Scientist,171954.42,Web
Adobe,34,UX Designer,157866.6,Engineering
IBM,57,Principal Engineer,292336.2,Data Science
Cisco,43,Senior UX Designer,165610.56,Cloud Services
Uber,43,Senior Product Manager,265507.51,Infrastructure
Salesforce,48,Staff Engineer,239922.12,Design
VMware,56,Engineering Manager,256009.93,Product
Nvidia,33,Senior Software Engineer,249176.82,Engineering
Oracle,41,Senior UX Designer,158639.52,Data Science
Adobe,52,Principal Engineer,352283.34,Cloud Services
Apple,32,Software Engineer,156690.26,Cloud Services
Apple,38,Senior Software Engineer,227140.56,Cloud Services
Nvidia,57,Product Manager,169187.58,Cloud Services
Cisco,47,Senior Data Scientist,208092.21,Machine Learning
Google,54,Senior UX Designer,180119.31,Design
Cisco,36,Senior Product Manager,232143.26,Machine Learning
Lyft,31,Senior Software Engineer,161359.77,Web
VMware,55,Senior UX Designer,151996.14,Machine Learning
IBM,42,Staff Engineer,260632.54,Product
VMware,54,Senior UX Designer,162520.93,Engineering
Oracle,52,Senior Software Engineer,189522.14,Infrastructure
Google,45,Engineering Manager,231793.56,Product
Netflix,39,Staff Engineer,297632.38,Engineering
Uber,58,Product Manager,147747.85,Engineering
VMware,51,Senior Product Manager,186588.89,Web
Intel,53,Senior Product Manager,247849.54,Machine Learning
Uber,38,Software Engineer,152440.74,Data Science
Uber,49,Engineering Manager,261482.93,Security
Microsoft,39,Data Scientist,170873.53,Infrastructure
Oracle,32,Senior UX Designer,129634.05,Design
Oracle,30,Staff Engineer,245721.63,Machine Learning
Meta,43,Engineering Manager,254401.33,Design
Oracle,41,Senior Data Scientist,210842.89,Infrastructure
Google,56,Principal Engineer,360793.26,Infrastructure
Cisco,31,Software Engineer,159250.79,Infrastructure
Salesforce,41,Director,296350.7,Design
Meta,58,Director,416693.48,Machine Learning
Microsoft,36,UX Designer,129322.09,Web
Intel,40,Director,362062.35,Machine Learning
Intel,45,Senior Software Engineer,208161.81,Data Science
Amazon,59,Principal Engineer,370052.56,Engineering
IBM,38,Engineering Manager,220839.26,Engineering
Oracle,44,Senior UX Designer,176447.57,Security
Intel,50,Principal Engineer,304955.15,Web
Oracle,26,Software Engineer,154509.85,Data Science
Meta,48,Staff Engineer,285440.59,Product
Cisco,31,Senior Software Engineer,181668.22,Product
Microsoft,42,Product Manager,177648.02,Data Science
Salesforce,44,Director,349554.81,Machine Learning
Intel,34,Senior Product Manager,199851.82,Web
Microsoft,34,Senior UX Designer,184155.71,Mobile
Amazon,37,Engineering Manager,246633.29,Security
Amazon,43,Engineering Manager,289459.35,Web
Salesforce,48,Senior Data Scientist,220997.93,Mobile
IBM,49,Product Manager,138215.23,Design
Salesforce,36,Product Manager,180968.13,Product
Uber,47,Principal Engineer,310594.86,Mobile
Salesforce,26,Data Scientist,151003.87,Web
Nvidia,47,Senior Software Engineer,235940.19,Mobile
Nvidia,55,Senior Data Scientist,214257.42,Design
Uber,30,Senior UX Designer,171935.94,Web
Nvidia,39,Data Scientist,197929.83,Cloud Services
Adobe,29,UX Designer,117881.78,Cloud Services
Meta,26,Data Scientist,215110.36,Data Science
Nvidia,43,UX Designer,127096.51,Mobile
Nvidia,36,Principal Engineer,381546.89,Web
Microsoft,26,Data Scientist,180425.22,Cloud Services
Google,47,Senior Software Engineer,243245.67,Engineering
Intel,57,Director,258865.86,Web
Adobe,45,Senior Data Scientist,205997.46,Product
Cisco,58,Principal Engineer,292651.83,Design
Salesforce,45,UX Designer,117129.84,Mobile
Cisco,43,Staff Engineer,258879.25,Design
Microsoft,35,UX Designer,110214.01,Mobile
VMware,43,UX Designer,147741.05,Infrastructure
Cisco,36,Senior Product Manager,177195.01,Product
Google,44,Software Engineer,203129.5,Product
Salesforce,36,Staff Engineer,248156.59,Mobile
IBM,33,Senior Software Engineer,149687.26,Cloud Services
Netflix,32,UX Designer,169967.17,Mobile
Lyft,50,Director,332912.47,Design
Meta,24,Data Scientist,152860.17,Machine Learning
Microsoft,36,Senior Product Manager,266529.64,Product
Amazon,39,Senior Software Engineer,209367.08,Engineering
Netflix,54,Senior Software Engineer,191811.27,Web
Intel,37,Software Engineer,126216.99,Infrastructure
Microsoft,44,Data Scientist,165611.46,Product
Nvidia,41,Principal Engineer,338119.82,Security
Amazon,29,Data Scientist,175480.95,Product
Intel,36,Senior Data Scientist,199155.85,Infrastructure
Apple,52,Senior Data Scientist,264926.65,Data Science
Amazon,39,Software Engineer,147153.53,Mobile
Google,52,Engineering Manager,285579.6,Design
Lyft,39,UX Designer,153154.78,Data Science
Nvidia,51,Senior Software Engineer,214442.64,Data Science
Oracle,53,Senior UX Designer,182085.68,Security
Nvidia,52,Director,406833.21,Security
IBM,43,Senior UX Designer,133087.93,Product
Netflix,46,Product Manager,229282.49,Infrastructure
Adobe,28,Software Engineer,172335.89,Engineering
Adobe,58,Product Manager,164983.03,Web
VMware,48,Director,306445.81,Cloud Services
Microsoft,37,Engineering Manager,250186.89,Engineering
Google,48,Product Manager,168975.57,Data Science
Meta,42,Data Scientist,228876.56,Cloud Services
Oracle,37,Software Engineer,139141.31,Mobile
Cisco,55,Director,275777.51,Cloud Services
Apple,50,Engineering Manager,298877.81,Data Science
Lyft,32,Staff Engineer,239680.51,Product
Nvidia,35,Director,292490.45,Cloud Services
Nvidia,40,Senior Data Scientist,223660.2,Cloud Services
Uber,43,Data Scientist,148869.72,Mobile
Adobe,51,Product Manager,164388.2,Cloud Services
Google,52,Senior UX Designer,172146.14,Cloud Services
Amazon,41,Software Engineer,146669.16,Data Science
Uber,45,Engineering Manager,209502.54,Product
Google,46,Senior Data Scientist,212931.5,Engineering
Cisco,42,Senior Product Manager,196299.51,Security
Nvidia,45,Data Scientist,182213.92,Cloud Services
Adobe,55,Senior Data Scientist,213618.6,Cloud Services
Adobe,38,Senior Data Scientist,258125.58,Infrastructure
Uber,30,UX Designer,112614.1,Data Science
Microsoft,39,Senior Software Engineer,231348.21,Product
Cisco,38,Data Scientist,182101.99,Product
Salesforce,31,Staff Engineer,229607.69,Machine Learning
Adobe,51,Senior Software Engineer,239552.04,Machine Learning
Salesforce,22,Software Engineer,130088.33,Engineering
Cisco,51,Senior UX Designer,147020.05,Security
Salesforce,33,Senior Product Manager,243428.46,Security
Apple,41,Senior Software Engineer,206845.24,Design
Adobe,38,Staff Engineer,252999.64,Data Science
Meta,49,Staff Engineer,294688.67,Cloud Services
Google,45,Product Manager,205404.7,Infrastructure
Apple,40,Principal Engineer,443800.66,Mobile
Adobe,29,Software Engineer,158102.29,Data Science
Amazon,31,Data Scientist,201189.82,Engineering
Cisco,59,Product Manager,165181.17,Cloud Services
Cisco,47,Principal Engineer,266330.36,Engineering
Adobe,29,UX Designer,119079.34,Design
Google,43,Product Manager,232374.0,Machine Learning
Apple,44,Software Engineer,174236.84,Cloud Services
Microsoft,36,Principal Engineer,307016.1,Machine Learning
Uber,60,Product Manager,183683.15,Engineering
Adobe,34,Senior Software Engineer,213623.21,Data Science
VMware,44,UX Designer,143398.71,Machine Learning
Nvidia,36,Director,390822.82,Engineering
Intel,24,UX Designer,120489.05,Infrastructure
Oracle,40,Data Scientist,123836.96,Data Science
Netflix,45,Engineering Manager,322941.25,Infrastructure
Netflix,36,Senior Data Scientist,282809.25,Data Science
Nvidia,43,Senior Product Manager,302397.82,Cloud Services
Google,36,Data Scientist,206712.51,Web
Cisco,56,Principal Engineer,355207.16,Cloud Services
Amazon,49,Senior Software Engineer,196085.77,Product
Meta,32,Staff Engineer,254555.66,Design
Google,26,Software Engineer,152636.38,Machine Learning
Uber,40,UX Designer,131145.5,Product
Oracle,30,UX Designer,129772.99,Product
Microsoft,55,Senior UX Designer,194199.36,Engineering
Salesforce,56,Engineering Manager,225700.8,Cloud Services
VMware,50,Senior Data Scientist,190992.03,Cloud Services
Adobe,46,Senior Data Scientist,221762.13,Engineering
Cisco,23,UX Designer,135591.85,Infrastructure
Cisco,32,Senior Data Scientist,164782.21,Engineering
Lyft,32,Software Engineer,125098.8,Mobile
IBM,40,Software Engineer,133274.62,Mobile
Amazon,50,Senior Software Engineer,184410.26,Cloud Services
Intel,36,Director,293877.43,Machine Learning
Intel,45,Senior Data Scientist,235738.77,Product
Uber,43,UX Designer,132611.76,Security
Microsoft,45,Senior Software Engineer,241314.47,Security
Cisco,29,Software Engineer,136426.96,Cloud Services
Adobe,50,Principal Engineer,374963.67,Infrastructure
Adobe,57,Principal Engineer,385403.77,Design
Uber,31,Senior Software Engineer,235840.7,Design
Intel,22,Data Scientist,142891.26,Design
VMware,34,Senior Data Scientist,238976.59,Security
Lyft,55,Senior UX Designer,181766.16,Infrastructure
Microsoft,54,Principal Engineer,417583.71,Web
Netflix,53,Principal Engineer,347056.56,Web
Netflix,38,Senior Product Manager,246914.66,Web
Uber,51,Director,335939.09,Product
Oracle,33,Software Engineer,162066.7,Product
Netflix,39,Senior Software Engineer,237235.5,Cloud Services
Amazon,48,Product Manager,233793.72,Mobile
Lyft,42,Senior Data Scientist,205075.07,Product
IBM,59,Principal Engineer,317581.79,Mobile
Adobe,31,Senior Data Scientist,198319.97,Design
Uber,39,Senior Software Engineer,235041.13,Data Science
Meta,55,Engineering Manager,299241.27,Security
Netflix,44,Software Engineer,153699.89,Engineering
VMware,51,Senior UX Designer,141350.95,Product
Lyft,36,Senior Data Scientist,222292.65,Infrastructure
Adobe,36,Staff Engineer,302830.34,Product
Amazon,44,Engineering Manager,271507.14,Data Science
IBM,44,Senior Data Scientist,168315.22,Design
Netflix,53,Staff Engineer,268146.11,Machine Learning
VMware,53,Senior UX Designer,172791.07,Infrastructure
Oracle,43,Director,331342.6,Web
IBM,55,Senior Software Engineer,209793.52,Infrastructure
Intel,55,Senior Data Scientist,211388.97,Data Science
Microsoft,48,Senior Software Engineer,239011.88,Product
Netflix,45,Senior Software Engineer,190328.89,Web
Adobe,39,Principal Engineer,355814.71,Infrastructure
Nvidia,52,Senior Data Scientist,241058.19,Machine Learning
Cisco,54,Engineering Manager,192698.39,Mobile
Adobe,30,Staff Engineer,226887.83,Security
Oracle,45,Senior Product Manager,250987.63,Web
Adobe,58,Engineering Manager,205532.97,Engineering
Lyft,44,Senior UX Designer,141509.6,Mobile
Google,37,Senior Product Manager,289523.5,Cloud Services
Intel,47,Product Manager,174168.0,Security
Oracle,40,Software Engineer,117312.34,Web
VMware,59,Director,334205.21,Mobile
Intel,30,Senior Data Scientist,178116.43,Machine Learning
VMware,52,Engineering Manager,269987.84,Product
Google,34,Software Engineer,195912.35,Web
Lyft,32,UX Designer,126402.6,Infrastructure
Lyft,53,Engineering Manager,263922.22,Mobile
Lyft,43,UX Designer,137706.93,Data Science
VMware,55,Senior Software Engineer,196877.61,Engineering
Apple,48,Senior Data Scientist,240906.87,Mobile
Adobe,35,Senior Product Manager,229997.93,Mobile
Intel,31,Senior UX Designer,175198.1,Cloud Services
Nvidia,39,Principal Engineer,325929.99,Machine Learning
Netflix,49,Product Manager,243394.51,Engineering
Microsoft,38,Software Engineer,141509.17,Machine Learning
IBM,25,Software Engineer,145433.77,Cloud Services
Apple,43,Director,362158.92,Security
Cisco,42,UX Designer,113035.77,Web
VMware,22,Software Engineer,148761.17,Cloud Services
Nvidia,59,Product Manager,203739.59,Security
Salesforce,33,Software Engineer,158041.76,Web
Netflix,32,Staff Engineer,315991.38,Infrastructure
Apple,47,Senior Product Manager,257420.72,Engineering
Cisco,56,Product Manager,194885.77,Web
Netflix,53,Senior Product Manager,265340.9,Infrastructure
IBM,45,Principal Engineer,342795.7,Design
Oracle,41,Software Engineer,156275.0,Infrastructure
Adobe,53,Product Manager,151728.73,Infrastructure
Intel,24,UX Designer,116318.29,Mobile
Intel,39,Engineering Manager,218968.98,Cloud Services
IBM,35,Senior Data Scientist,179420.1,Data Science
IBM,57,Product Manager,180915.04,Security
Netflix,43,Senior Data Scientist,224622.96,Infrastructure
Uber,39,Senior Data Scientist,227097.8,Cloud Services
Apple,43,Data Scientist,157075.38,Mobile
Uber,48,Senior Product Manager,182718.0,Product
Salesforce,33,Staff Engineer,299089.86,Design
Oracle,57,Engineering Manager,215832.15,Security
Uber,38,Engineering Manager,243663.44,Engineering
IBM,57,Director,319300.89,Machine Learning
Apple,35,Engineering Manager,285602.01,Product
Cisco,44,Senior Product Manager,204747.13,Security
Google,43,Principal Engineer,431584.34,Web
Meta,35,Senior Data Scientist,232011.48,Machine Learning
Lyft,33,Data Scientist,168061.11,Infrastructure
Uber,41,UX Designer,150068.52,Machine Learning
Meta,56,Director,409092.85,Engineering
Microsoft,31,Data Scientist,197362.18,Design
Lyft,24,Software Engineer,154287.36,Data Science
Intel,45,Senior UX Designer,189822.04,Mobile
Intel,35,Senior Software Engineer,216096.2,Data Science
Uber,48,Engineering Manager,237652.75,Mobile
Oracle,27,Data Scientist,156737.16,Design
Uber,22,UX Designer,109408.46,Mobile
Netflix,37,Product Manager,175282.36,Cloud Services
Nvidia,55,Senior Product Manager,285349.63,Infrastructure
Intel,56,Product Manager,218874.67,Cloud Services
Adobe,48,Engineering Manager,247701.51,Mobile
Meta,31,Senior Data Scientist,265867.13,Security
Nvidia,41,Senior UX Designer,179240.25,Mobile
Adobe,44,Senior UX Designer,152162.04,Infrastructure
Nvidia,37,Engineering Manager,307283.79,Product
Nvidia,37,Data Scientist,146858.74,Product
Google,44,Software Engineer,142375.19,Web
Lyft,37,Staff Engineer,317766.32,Product
Netflix,32,Senior Software Engineer,270155.79,Engineering
IBM,51,Staff Engineer,256046.38,Design
Uber,47,Director,342057.93,Design
Uber,43,Data Scientist,178828.48,Data Science
Oracle,24,Software Engineer,165144.75,Data Science
Apple,59,Director,349791.35,Security
Salesforce,43,Software Engineer,123650.11,Web
Uber,27,Data Scientist,197023.9,Cloud Services
IBM,41,Software Engineer,124104.09,Security
Intel,45,Senior UX Designer,187541.18,Infrastructure
IBM,46,Engineering Manager,188013.33,Engineering
Cisco,24,Data Scientist,129623.24,Mobile
Netflix,36,Staff Engineer,277629.31,Mobile
Amazon,45,Staff Engineer,340997.13,Machine Learning
Salesforce,39,Director,370194.55,Cloud Services
Uber,37,Principal Engineer,343670.54,Infrastructure
Google,47,Engineering Manager,250914.27,Engineering
Netflix,40,Product Manager,211556.8,Infrastructure
Salesforce,23,Software Engineer,129227.73,Engineering
Lyft,42,Product Manager,202254.14,Engineering
Uber,31,Software Engineer,152280.59,Web
Oracle,37,Staff Engineer,261789.62,Cloud Services
Meta,60,Principal Engineer,341876.35,Product
Apple,55,Director,335224.41,Engineering
Intel,46,Product Manager,194882.68,Infrastructure
Netflix,50,Senior Product Manager,241472.22,Mobile
Uber,55,Principal Engineer,307362.91,Cloud Services
Apple,39,Senior Product Manager,288697.93,Infrastructure
Cisco,39,Engineering Manager,252742.27,Web
IBM,39,Principal Engineer,290243.38,Mobile
Google,32,UX Designer,121861.86,Web
Adobe,55,Senior UX Designer,170358.62,Machine Learning
Salesforce,56,Director,330045.69,Design
Amazon,48,Staff Engineer,240293.62,Security
Meta,29,UX Designer,177581.12,Mobile
Salesforce,57,Product Manager,168027.39,Data Science
Microsoft,35,Senior Data Scientist,210631.93,Security
Google,49,Senior UX Designer,171044.73,Web
Intel,45,Director,271331.75,Design
Cisco,35,Engineering Manager,251756.0,Machine Learning
VMware,51,Senior Data Scientist,175611.28,Machine Learning
VMware,53,Senior Data Scientist,232171.42,Web
VMware,58,Product Manager,147621.75,Machine Learning
Microsoft,40,Staff Engineer,338814.49,Cloud Services
Netflix,42,Director,436009.18,Design
Amazon,54,Director,318819.02,Design
Salesforce,43,Software Engineer,155832.13,Web
Microsoft,34,Senior Software Engineer,205180.25,Cloud Services
IBM,55,Director,250419.55,Design
Salesforce,34,Senior Product Manager,199428.09,Infrastructure
Adobe,46,Director,276720.82,Engineering
Meta,34,Data Scientist,206118.05,Cloud Services
Cisco,46,Staff Engineer,212325.85,Cloud Services
Microsoft,23,Data Scientist,204929.71,Security
Lyft,55,Product Manager,216096.1,Security
VMware,31,Senior Product Manager,227307.27,Product
Meta,41,Product Manager,229239.16,Security
Netflix,37,Senior Data Scientist,215453.03,Web
Nvidia,56,Product Manager,153949.82,Security
Google,50,Senior Software Engineer,252830.39,Design
Oracle,31,Data Scientist,131299.88,Mobile
Cisco,36,UX Designer,106781.24,Engineering
Meta,42,Senior Data Scientist,294434.85,Cloud Services
Oracle,55,Director,284858.91,Cloud Services
Salesforce,41,Principal Engineer,300553.87,Security
Salesforce,59,Product Manager,219886.94,Machine Learning
Nvidia,29,Data Scientist,194903.58,Mobile
Google,52,Director,378485.28,Cloud Services
Nvidia,34,Software Engineer,132295.52,Security
Lyft,50,Engineering Manager,240801.24,Machine Learning
Google,44,Senior Data Scientist,270931.68,Web
Meta,39,Senior Product Manager,266026.22,Mobile
VMware,44,Senior Data Scientist,256949.08,Mobile
Adobe,41,Software Engineer,152067.92,Mobile
Google,41,Senior Data Scientist,217487.78,Data Science
Microsoft,34,Staff Engineer,274862.95,Web
Adobe,30,Software Engineer,123314.75,Web
Nvidia,54,Senior Data Scientist,260672.76,Design
Netflix,31,Staff Engineer,295147.7,Product
Nvidia,55,Senior Software Engineer,193113.77,Security
Google,34,Senior Software Engineer,262344.25,Engineering
IBM,30,Senior Software Engineer,150317.03,Design
Cisco,35,Staff Engineer,251886.39,Security
Salesforce,26,Data Scientist,195587.26,Design
Adobe,28,UX Designer,122232.88,Infrastructure
Salesforce,50,Engineering Manager,215524.39,Engineering
Salesforce,46,Director,320138.06,Machine Learning
Amazon,27,Data Scientist,148599.43,Cloud Services
Oracle,51,Senior Software Engineer,150065.82,Design
VMware,33,Data Scientist,151796.59,Engineering
Nvidia,38,Engineering Manager,312499.59,Security
Amazon,35,Product Manager,204442.33,Machine Learning
Amazon,46,Staff Engineer,340753.31,Design
Lyft,22,Software Engineer,152155.66,Web
IBM,48,Engineering Manager,199922.69,Engineering
